dappNAme,category,users,Platform,Devact,Volume7d,github,status,Date,license
Mattereum,Governance,0,Ethereum,0,0,null,WIP,"Jul 12th, 2017",Unknown license
COPA 2018,Games,0,Ethereum,0,0,null,Live,"Jun 5th, 2018",Private
Solethium,Games,0,Ethereum,0,0,null,Live,"May 25th, 2018",MIT
BitOfMe,Media,0,Ethereum,0,0,null,Live,"Dec 2nd, 2017",Commerical
The Contract Factory,Development,0,Ethereum,0,0,null,Live,"Jun 29th, 2018",MIT
ubex,Exchanges,0,Ethereum,3,0,https://github.com/ubex-ai?utm_source=StateOfTheDApps,Live,"Aug 21st, 2018",Unknown license
Buttrfly,Marketplaces,0,EOS,0,0,null,Live,"Feb 7th, 2019",Unknown license
Ether PornStars,Social,0,Ethereum,0,0,null,Live,"Aug 2nd, 2018",All rights reserved
AKASHA,Social,0,Ethereum,9,0,https://github.com/AkashaProject?utm_source=StateOfTheDApps,Beta,"May 25th, 2016",Unknown license
Etherchain,Finance,0,Ethereum,10,0,https://github.com/gobitfly?utm_source=StateOfTheDApps,Live,"Jun 14th, 2017",Unknown license
Find The Rabbit - POA,Gambling,0,POA,0,0,https://github.com/findtherabbit?utm_source=StateOfTheDApps,Live,"Mar 6th, 2019",Proprietary
ADRENA COIN TECHNOLOGY,Finance,0,Ethereum,0,0,null,Beta,"Jun 17th, 2019",Unknown license
Trade Stuff,Marketplaces,0,EOS,0,0,null,Live,"Feb 7th, 2019",Unknown license
Eternal Love,Social,0,Ethereum,0,0,null,Live,"Jul 2nd, 2018",Commercial
Crypto - RockPaperScissor,Games,0,Ethereum,0,0,null,Live,"Sep 17th, 2018",MIT
Neufund,Finance,0,Ethereum,1351,0,https://github.com/Neufund?utm_source=StateOfTheDApps,Live,"May 9th, 2017",Unknown license
SuperONE,Social,0,EOS,3,0,https://github.com/superoneio?utm_source=StateOfTheDApps,Prototype,"Feb 4th, 2019",Unknown license
ZeppelinOS,Security,0,Ethereum,157,0,https://github.com/zeppelinos?utm_source=StateOfTheDApps,Live,"Jun 12th, 2018",MIT
MedX Protocol,Health,0,Ethereum,0,0,null,WIP,"Apr 17th, 2019",Unknown license
Panda Earth,Games,0,Ethereum,0,0,https://github.com/pandaearth?utm_source=StateOfTheDApps,Beta,"May 24th, 2018",Apache 2.0
EthCoinFlip,Gambling,0,Ethereum,0,0,https://github.com/ethcoinflip/EthCoinFlip?utm_source=StateOfTheDApps,Live,"Feb 17th, 2019",MIT
EtherEmpire,Exchanges,0,Ethereum,0,0,null,Live,"May 22nd, 2018",GPL
ERC dEX,Exchanges,0,Ethereum,6,0,https://github.com/ERCdEX?utm_source=StateOfTheDApps,Live,"Nov 6th, 2017",Unknown license
CryptoGems,Games,0,Ethereum,0,0,null,Live,"Apr 25th, 2018",MIT
Basil,Energy,0,Ethereum,0,0,https://github.com/zeppelinos/basil?utm_source=StateOfTheDApps,Prototype,"Sep 15th, 2015",MIT
etherHabits,Social,0,Ethereum,0,0,https://github.com/etherHabits/etherhabits-smart-contract?utm_source=StateOfTheDApps,Live,"May 16th, 2018",Private
Pinata,Development,0,Ethereum,0,0,null,WIP,"Sep 25th, 2018",Unknown license
Zaynix,Exchanges,0,Ethereum,0,0,null,Live,"Jul 29th, 2018",GPL
Goat Clash,Gambling,0,Ethereum,0,0,https://github.com/goatcash?utm_source=StateOfTheDApps,Live,"Jan 16th, 2019",MIT
OracleChain,Security,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
EthGrid,Games,0,Ethereum,0,0,null,Live,"May 4th, 2018",GPL
Yulit,Development,0,Ethereum,0,0,https://github.com/SilentCicero/yulit?utm_source=StateOfTheDApps,Live,"Apr 10th, 2019",MIT
EOS Forum,Social,0,EOS,3,0,https://github.com/Novusphere/eos-forum?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
MyDiceBot,Gambling,0,Steem,12,0,https://github.com/mydicebot/mydicebot.github.io?utm_source=StateOfTheDApps,Beta,"Jan 30th, 2019",GPL-3.0
E25,Gambling,0,Ethereum,0,0,null,Live,"Feb 10th, 2019",Unknown license
ULTRA,Games,0,EOS,0,0,null,WIP,"Feb 4th, 2019",Unknown license
Dimpull,Social,0,Ethereum,0,0,null,Live,"May 24th, 2018",MIT
Tokenvote,Governance,0,Ethereum,0,0,null,Beta,"Jun 20th, 2018",Proprietary
EOS Lynx,Wallet,0,EOS,0,0,null,Live,"Sep 15th, 2018",Unknown license
IDCard,Social,0,Ethereum,0,0,null,Live,"May 11th, 2018",MIT
Online.io,Wallet,0,Ethereum,0,0,https://github.com/Online-io?utm_source=StateOfTheDApps,Beta,"Jul 3rd, 2018",Unknown license
Bepal,Finance,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
Marriage Unblocked,Social,0,Ethereum,0,0,https://github.com/SuperblocksHQ/marriage-unblocked?utm_source=StateOfTheDApps,Live,"Jun 11th, 2018",Unknown license
Etheroulette,Gambling,0,Ethereum,0,0,https://github.com/etheroulette-win?utm_source=StateOfTheDApps,Live,"Feb 4th, 2019",MIT
Clovers.network,Games,0,Ethereum,138,0,https://github.com/okwme/clovers-dapp?utm_source=StateOfTheDApps,Prototype,"Sep 19th, 2017",Unknown license
Matchpool,Social,0,Ethereum,0,0,https://github.com/matchpool?utm_source=StateOfTheDApps,Live,"May 9th, 2017",GPL
Centrifuge,Finance,0,Ethereum,0,0,null,Live,"Dec 19th, 2018",Unknown license
Gizer,Games,0,Ethereum,0,0,https://github.com/gizerinc?utm_source=StateOfTheDApps,Live,"Apr 2nd, 2018",MIT
Ingress,Security,0,Ethereum,0,0,null,Beta,"Jun 28th, 2018",MIT
Hero bet,Gambling,0,Ethereum,0,9,null,Live,"Mar 9th, 2019",Unknown license
Amber Game,Games,0,Ethereum,0,0,null,Live,"Sep 8th, 2018",Unknown license
Conteract,Storage,0,Ethereum,0,0,null,Live,"May 20th, 2018",GPL 3.0
The Last Word,Social,0,Ethereum,0,0,https://github.com/tedshorr/the-last-word?utm_source=StateOfTheDApps,Live,"Jul 6th, 2018",MIT
Shivaya (Fair Democracy),Governance,0,Loom,0,0,null,Concept,"Aug 9th, 2019",MIT
0xgame,Gambling,0,Ethereum,0,0,null,Live,"Oct 22nd, 2018",Unknown license
ETHERECHO,Security,0,Ethereum,0,0,https://github.com/ropod7/etherecho?utm_source=StateOfTheDApps,Live,"Aug 6th, 2018",MIT
Azarus,Games,0,EOS,0,0,null,Prototype,"Feb 4th, 2019",Unknown license
CryptoGoods,Property,0,Ethereum,0,0,null,Live,"May 2nd, 2018",Unknown license
Find The Rabbit,Gambling,0,Ethereum,0,0,https://github.com/findtherabbit?utm_source=StateOfTheDApps,Live,"Feb 27th, 2019",MIT
DecenTwitter,Social,0,EOS,0,0,null,Live,"Sep 19th, 2018",Unknown license
Emont,Games,0,Ethereum,0,0,null,Live,"Jun 22nd, 2018",Unknown license
MyCryptoChamp,Games,0,Ethereum,0,0,null,Live,"May 14th, 2018",Unlicensed
SpringRole,Identity,0,Ethereum,0,0,null,Beta,"Feb 14th, 2018",MIT
BITWICH,Finance,0,Ethereum,0,0,https://github.com/ImAllInNow/bitwich?utm_source=StateOfTheDApps,Live,"May 30th, 2018",MIT
idea3,Property,0,Ethereum,0,0,null,Beta,"Sep 20th, 2018",Unknown license
CryptoCanvas,Games,0,Ethereum,0,0,https://github.com/TheMindhouse/cryptocanvas?utm_source=StateOfTheDApps,Live,"Jun 21st, 2018","MIT {eth contract}, GPL-3.0 {website}"
asset3,Property,0,Ethereum,0,0,null,Beta,"Aug 9th, 2018",Unknown license
MyCryptons,Games,0,Ethereum,0,0,null,Live,"May 25th, 2018",Unknown license
SnailFarm 2,Games,0,Ethereum,0,0,null,Live,"Jun 20th, 2018",MIT
Loveregister,Social,0,Ethereum,0,0,null,Live,"Mar 25th, 2019",Unknown license
LP_Bank,Finance,0,EOS,0,0,null,WIP,"Apr 23rd, 2019",Unknown license
GrowUp Token,Finance,0,Ethereum,0,0,null,Live,"Oct 27th, 2018",Proprietary
Top Secret Crypto,Games,0,POA,0,0,null,Beta,"Sep 17th, 2018",Unknown license
Chronos,Development,0,Ethereum,0,0,https://github.com/chronologic/chronos?utm_source=StateOfTheDApps,WIP,"Jun 8th, 2018",MIT
ExpandLand,Media,0,Ethereum,0,0,https://github.com/ExpandTeam/expand-app?utm_source=StateOfTheDApps,Prototype,"Nov 9th, 2018",GPL
GiveyNation,Finance,0,EOS,0,0,https://github.com/giveynation?utm_source=StateOfTheDApps,WIP,"Jan 23rd, 2019",Unknown license
CoinLaunch,Finance,0,Ethereum,0,0,null,Live,"Aug 1st, 2017",SaaS
ETH Sports Betting,Games,0,Ethereum,0,0,https://github.com/ethsb/wc?utm_source=StateOfTheDApps,Live,"Apr 28th, 2018",MIT
Voise,Media,0,Ethereum,0,0,null,WIP,"May 24th, 2017",Unknown license
Ethearnal,Exchanges,0,Ethereum,0,0,https://github.com/ethearnal?utm_source=StateOfTheDApps,Prototype,"Feb 8th, 2018",proprietary
OMPx,Media,0,Ethereum,0,0,null,Live,"Apr 11th, 2018",Unknown license
ITAM Games,Games,0,EOS,0,0,null,WIP,"Feb 4th, 2019",Unknown license
One Hundred Ethereum Wall,Media,0,Ethereum,0,0,null,Live,"May 30th, 2018",MIT
Angel Battles,Marketplaces,0,Ethereum,0,0,null,Live,"Jan 29th, 2018",GPL
UNMAI,Identity,0,Ethereum,0,0,null,Beta,"Oct 2nd, 2018",Proprietary
SmartCheck,Security,0,Ethereum,17,0,https://github.com/smartdec?utm_source=StateOfTheDApps,Live,"Feb 27th, 2018",MIT
HAshgard,Finance,0,Ethereum,0,0,null,Beta,"Mar 28th, 2019",Unknown license
Patreos,Governance,0,EOS,0,0,null,Prototype,"Jan 23rd, 2019",Unknown license
Tweed(dot)social,Social,0,Ethereum,0,0,null,Live,"Oct 27th, 2018",Proprietary
Slant,Security,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
EtherSpermBank,Games,0,Ethereum,0,0,null,Live,"May 21st, 2018",MIT
CoinMirror,Finance,0,Ethereum,0,0,null,Live,"Feb 28th, 2018",MIT
Arctus,Exchanges,0,Ethereum,0,0,https://github.com/arctuswallet?utm_source=StateOfTheDApps,Live,"Jul 10th, 2018",GPL 3.0
Ether Shrimp Farm,Games,0,Ethereum,0,0,null,Live,"May 16th, 2018",MIT
Thor Swap,Exchanges,0,Ethereum,0,0,null,Beta,"Oct 25th, 2018",Unknown license
Skrilla,Games,0,Ethereum,0,0,null,Prototype,"Sep 4th, 2017",Unknown license
Lovecoin,Social,0,Ethereum,0,0,https://github.com/CybroExpert/Lovecoin?utm_source=StateOfTheDApps,Live,"Mar 8th, 2018",GPL
Battle of Thermopylae,Games,0,Ethereum,0,0,https://github.com/Neurone/persians?utm_source=StateOfTheDApps,Live,"Feb 6th, 2018",MIT
Oraclize,Development,0,Ethereum,0,0,null,Live,"Nov 10th, 2015",proprietary
CryptoSketches,Media,0,Ethereum,0,0,https://github.com/cryptosketches/CryptoSketchesBeta?utm_source=StateOfTheDApps,Live,"Mar 1st, 2018",Unknown license
EtherGalaxies,Games,0,Ethereum,0,0,null,Live,"Aug 1st, 2018",GPL
ourPlace,Games,0,Ethereum,0,0,null,Live,"Sep 9th, 2018",Unknown license
HUSSY,Social,0,Ethereum,2,0,https://github.com/hussy-io?utm_source=StateOfTheDApps,WIP,"Jun 5th, 2018",Unknown
Certificates dApp,Identity,0,Ethereum,0,0,null,Live,"Nov 13th, 2018",Unknown license
Alpha Browser,Media,0,Ethereum,0,0,null,Live,"Jul 25th, 2018",Unknown license
TxHash Network,Development,0,Ethereum,0,0,https://github.com/TxHash?utm_source=StateOfTheDApps,Beta,"Jun 21st, 2018",GPL
EOSFactory,Development,0,EOS,45,0,https://github.com/tokenika/eosfactory?utm_source=StateOfTheDApps,Prototype,"Jan 23rd, 2019",Unknown license
Publyto,Social,0,EOS,0,0,https://github.com/Publyto/eosjs2?utm_source=StateOfTheDApps,Beta,"Sep 15th, 2018",MIT
IDPASS,Identity,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
Bitcoinereum,Finance,0,Ethereum,0,0,null,Live,"Oct 27th, 2017",Public
Buy Me Buy You,Social,0,Ethereum,0,0,null,Live,"Aug 6th, 2018",MIT
Cryptogirl,Games,0,Ethereum,0,0,null,Live,"Aug 10th, 2018",Unknown license
EOCAT,Wallet,0,EOS,0,0,null,Prototype,"Feb 7th, 2019",Unknown license
LimeEyes,Property,0,Ethereum,0,0,null,Live,"Jul 10th, 2018",MIT
ICO Hater Collectibles,Games,0,Ethereum,0,0,https://github.com/fytoken?utm_source=StateOfTheDApps,Live,"May 7th, 2018",MIT
Pixel Master,Media,0,EOS,0,0,null,Live,"Oct 16th, 2018",Unknown license
The Magic Frog,Social,0,Steem,0,0,null,Prototype,"Jan 31st, 2019",Unknown license
Realms of Ether,Games,0,Ethereum,0,0,https://github.com/realms-of-ether?utm_source=StateOfTheDApps,Live,"Dec 30th, 2017",Unknown license
SnakeFarm Idle,Games,0,Ethereum,0,0,null,Live,"May 21st, 2018",MIT
Space Miners,Gambling,0,Ethereum,0,4,https://github.com/sonicsmith/space-miners?utm_source=StateOfTheDApps,Live,"May 26th, 2019",Proprietary
Evolution1,Exchanges,0,Ethereum,0,0,null,Live,"Jun 23rd, 2018",Open source
Smartz,Development,0,Ethereum,0,0,https://github.com/SmartzPlatform?utm_source=StateOfTheDApps,Live,"May 16th, 2018",Apache 2
Ethernal Message,Social,0,Ethereum,0,0,https://github.com/Patrik-Stas/ethernal-message-dapp?utm_source=StateOfTheDApps,Live,"Jun 1st, 2018",MIT
Crafty,Property,0,Ethereum,0,0,https://github.com/zeppelinos/crafty?utm_source=StateOfTheDApps,Live,"Jun 12th, 2018",MIT
RANDAO,Governance,0,Ethereum,6,0,https://github.com/randao/randao?utm_source=StateOfTheDApps,Prototype,"Nov 23rd, 2015",MIT
ETHERC,Exchanges,0,Ethereum,0,0,https://github.com/ETHERCIO/smart_contract?utm_source=StateOfTheDApps,Live,"Jun 14th, 2018",Unknown license
EOS Tracker,Exchanges,0,EOS,2,0,https://github.com/EOSEssentials/EOSTracker?utm_source=StateOfTheDApps,Live,"Sep 14th, 2018",MIT
TheNextBlock,Games,0,Ethereum,0,0,https://github.com/thenextblock/thenextblock.github.io?utm_source=StateOfTheDApps,Live,"Apr 18th, 2018",MIT
Crypto Strippers,Games,0,Ethereum,0,0,null,Live,"Jun 14th, 2018",Unknown license
Shopxing,Marketplaces,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
Azelo,Media,0,Ethereum,0,0,null,Beta,"Mar 6th, 2018",Unknown license
Crypto And Dragons,Games,0,Ethereum,0,0,null,Beta,"May 2nd, 2018",GPL
Mentat,Social,0,Ethereum,0,0,https://github.com/mentatHQ?utm_source=StateOfTheDApps,WIP,"Jun 28th, 2018",MIT
HIPSTER GAME,Games,0,Ethereum,0,0,null,Live,"May 24th, 2018",MIT
inSpace,Social,0,EOS,0,0,https://github.com/inSpaceTechnologies/beta-ui?utm_source=StateOfTheDApps,WIP,"Feb 6th, 2019",Unknown license
Pump and Dump,Games,0,Ethereum,0,0,https://github.com/sonicsmith/pump-and-dump?utm_source=StateOfTheDApps,Live,"May 28th, 2018",MIT
ETH Watch/ Merkle Ventures,Security,0,Ethereum,0,0,null,Live,"Oct 22nd, 2018",Proprietary
This Token Rocks!,Games,0,Ethereum,0,0,https://github.com/thistokenrocks?utm_source=StateOfTheDApps,Beta,"May 3rd, 2018",MIT
Ether Pooh Farmer,Games,0,Ethereum,0,0,null,Live,"May 25th, 2018",MIT
BCGAME,Gambling,0,Ethereum,5,0,https://github.com/BCSNProject/bcgame-crash?utm_source=StateOfTheDApps,Live,"Dec 6th, 2018",Unknown license
CryptoCollab,Media,0,Ethereum,0,0,https://github.com/nedodn/CryptoCollab?utm_source=StateOfTheDApps,Live,"May 12th, 2018",MIT
dAppBridge,Development,0,Ethereum,0,0,https://github.com/dAppBridge/dAppBridge-Client?utm_source=StateOfTheDApps,WIP,"Jun 6th, 2018",Commercial
Not Shapeshift,Exchanges,0,Ethereum,0,0,https://github.com/ETHDenverSleepIn/NotShapeshift?utm_source=StateOfTheDApps,WIP,"Apr 8th, 2019",Unknown license
RigWars,Games,0,Ethereum,1,0,https://github.com/rigwars/rigwars?utm_source=StateOfTheDApps,Beta,"Apr 23rd, 2018",MIT
EtherKUN,Games,0,Ethereum,0,0,null,Live,"Jun 15th, 2018",private
Digital Business,Finance,0,Ethereum,0,0,null,Live,"Apr 17th, 2018",MIT
The Ethereum Billboard 2,Media,0,Ethereum,0,0,null,Live,"Jul 13th, 2018",GPL
PROVOCO,Social,0,Ethereum,0,0,https://github.com/provocome?utm_source=StateOfTheDApps,Beta,"Mar 9th, 2018",GPL
Meerkat Mining,Games,0,Ethereum,0,0,null,WIP,"Oct 24th, 2018",Unknown license
Ethereum Capital Token,Games,0,Ethereum,0,0,null,Prototype,"Nov 27th, 2018",Unknown license
WHOIS,Identity,0,Ethereum,0,0,null,WIP,"Sep 3rd, 2018",Proprietary
FCK,Gambling,0,Ethereum,0,0,https://github.com/FCKOfficial?utm_source=StateOfTheDApps,Live,"Sep 23rd, 2018",Unknown license
CryptoElements,Games,0,Ethereum,0,0,null,Live,"Mar 28th, 2018",MIT
RateMe,Social,0,Ethereum,0,0,null,Beta,"Mar 18th, 2018",AGPL v3
CryptoEarth,Games,0,Ethereum,0,0,null,Live,"May 29th, 2018",MIT
Pirate Conquest,Games,0,Ethereum,0,0,null,Live,"Jul 6th, 2018",Unknown license
ETHTalks,Finance,0,Ethereum,0,0,https://github.com/Dokodemo/ethtalks?utm_source=StateOfTheDApps,Live,"Apr 17th, 2018",MIT
EtherTulips,Marketplaces,0,Ethereum,0,0,null,Live,"Jan 22nd, 2018",GPL
Genobank DNA Wallet,Storage,0,Ethereum,0,0,null,WIP,"Apr 14th, 2019",Unknown license
Ethernal Bridge,Social,0,Ethereum,0,0,https://github.com/ethernalbridge/ethernalbridge?utm_source=StateOfTheDApps,Live,"Feb 15th, 2018",Private
EtherStars,Games,0,Ethereum,0,0,null,Live,"Jun 7th, 2018",GPL
TotalGame,Games,0,Ethereum,0,0,null,Live,"May 13th, 2018",MIT
Taylor,Finance,0,Ethereum,0,0,https://github.com/SmartTaylor?utm_source=StateOfTheDApps,Prototype,"Apr 25th, 2018",Unknown license
Ramdex,Exchanges,0,EOS,0,0,null,Live,"Sep 18th, 2018",Unknown license
Parsl,Development,0,EOS,0,0,null,WIP,"Jan 23rd, 2019",Unknown license
Tomodice,Gambling,0,Ethereum,0,0,https://github.com/tomodice/contracts?utm_source=StateOfTheDApps,Live,"Feb 15th, 2019",Unknown license
ERC20 HODL,Finance,0,Ethereum,0,0,null,Live,"Apr 25th, 2018",MIT
Pluto Network,Media,0,Ethereum,471,0,https://github.com/pluto-net?utm_source=StateOfTheDApps,Beta,"Mar 19th, 2018",Unknown license
Ethen,Exchanges,0,Ethereum,0,0,null,Live,"Aug 7th, 2018",Unknown license
Nethereum,Development,0,Ethereum,108,0,https://github.com/Nethereum/Nethereum?utm_source=StateOfTheDApps,Live,"Apr 12th, 2018",MIT
ThisOrThat,Governance,0,Ethereum,0,0,null,Live,"Jun 14th, 2018",Unknown license
Rare Bits,Marketplaces,0,Ethereum,0,0,null,Live,"Feb 8th, 2018",MIT
Bitrearer,Gambling,0,Ethereum,0,44,null,Live,"Jun 12th, 2019",MIT
Crypto Emoji,Social,0,Ethereum,0,0,null,Live,"Feb 20th, 2018",MIT
bulleon,Finance,0,Ethereum,0,0,https://github.com/Bulleon/contract?utm_source=StateOfTheDApps,Live,"Aug 22nd, 2018",MIT
CryptoGoals,Social,0,Ethereum,0,0,null,Live,"Jul 8th, 2018",Unknown license
PEACE,Games,0,Ethereum,0,0,null,Live,"Jun 3rd, 2018",MIT
EtherStrike,Games,0,Ethereum,0,0,null,Live,"Mar 22nd, 2018",MIT
EOS Bank,Finance,0,EOS,0,0,null,Beta,"Sep 15th, 2018",Unknown license
REIDAO,Property,0,Ethereum,0,0,https://github.com/reidao?utm_source=StateOfTheDApps,WIP,"Jun 2nd, 2017",Unknown license
SmartWallet,Wallet,0,Ethereum,555,0,https://github.com/jolocom?utm_source=StateOfTheDApps,Prototype,"Sep 13th, 2017",Unknown license
PoolTogether,Gambling,0,Ethereum,15,0,https://github.com/pooltogether?utm_source=StateOfTheDApps,Live,"Jul 29th, 2019",MIT
Bbiller,Finance,0,Ethereum,0,0,https://github.com/srowlison/bbiller?utm_source=StateOfTheDApps,WIP,"Apr 19th, 2017",GPL
Gallery 6,Games,0,Ethereum,0,0,null,Live,"Aug 2nd, 2018",MIT
Greymass,Wallet,0,EOS,0,0,null,WIP,"Feb 7th, 2019",Unknown license
StayBit,Property,0,Ethereum,0,0,null,Live,"Jul 22nd, 2018",MIT
AiDAO,Finance,0,Ethereum,0,0,null,WIP,"Jan 15th, 2018",Unknown license
AGROLOT,Finance,0,Ethereum,0,0,null,WIP,"Aug 21st, 2018",MIT
FirstAid Chain,Health,0,EOS,0,0,null,WIP,"Jan 16th, 2019",Unknown license
Wyvern Exchange,Governance,0,Ethereum,1,0,https://github.com/ProjectWyvern?utm_source=StateOfTheDApps,Live,"Feb 21st, 2018",MIT
KittyRace,Games,0,Ethereum,0,1,null,Live,"Mar 30th, 2018",Unknown license
Swiss Alps Mining,Energy,0,Ethereum,0,0,null,WIP,"Jul 3rd, 2018",Unknown license
TomoBowl,Gambling,0,Ethereum,0,0,null,Live,"Apr 19th, 2019",Proprietary
Famecoin,Social,0,Ethereum,0,0,null,WIP,"Mar 27th, 2019",Private
Beether Pro,Games,0,Ethereum,0,0,null,Live,"Oct 30th, 2017",Unknown license
EthLikes,Social,0,Ethereum,0,0,null,Live,"May 28th, 2018",MIT
OneToken,Finance,0,Ethereum,0,0,null,Live,"Jun 21st, 2018",No License
PledgETH,Finance,0,Ethereum,0,0,null,Live,"Jul 22nd, 2018",MIT
Baccarat Live-EOS,Gambling,1,EOS,0,152,null,Live,"Jul 15th, 2019",Unknown license
WorldCupToken,Games,0,Ethereum,0,0,null,Live,"Mar 24th, 2018",MIT
Fishcoin,Energy,0,Ethereum,0,0,https://github.com/starfishprotocol?utm_source=StateOfTheDApps,WIP,"Jul 3rd, 2018",Unknown license
QR Pets,Property,0,Ethereum,0,0,null,Live,"Jun 26th, 2018",MIT
Lucky Hilo,Gambling,0,EOS,0,0,https://github.com/eosluckyhilo?utm_source=StateOfTheDApps,Live,"Apr 23rd, 2019",Proprietary
Shangri-La,Games,0,Ethereum,0,0,https://github.com/VirtualLands/VirtualLands-Contract?utm_source=StateOfTheDApps,Live,"Aug 5th, 2018",MIT
EOSGameboy,Gambling,6,EOS,0,254,null,Live,"Nov 11th, 2018",GPL3.0
Qubistry,Governance,0,Ethereum,0,0,https://github.com/qubistry?utm_source=StateOfTheDApps,Prototype,"Dec 5th, 2017",GPL
Ethernaut Game,Games,0,Ethereum,17,0,https://github.com/OpenZeppelin/ethernaut?utm_source=StateOfTheDApps,Live,"Apr 13th, 2018",GPL
Wintown,Gambling,0,EOS,0,5,null,Live,"Feb 11th, 2019",Unknown license
Ether Bankster Farm,Games,0,Ethereum,0,0,null,Live,"May 22nd, 2018",MIT
Gandhiji,High risk,14,Ethereum,0,4922,https://github.com/MahatmaGandhiji?utm_source=StateOfTheDApps,Live,"Dec 21st, 2018",Unknown license
Be First Lotto,Gambling,0,Ethereum,0,0,https://github.com/golden-fever?utm_source=StateOfTheDApps,Live,"Jun 27th, 2019",Unknown license
Pulse,Health,0,Ethereum,0,0,null,Prototype,"Nov 21st, 2018",Proprietary
EtherFactory,Games,0,Ethereum,0,0,null,Live,"May 14th, 2018",GPL
EOSwitness,Social,0,EOS,0,0,null,WIP,"Jan 25th, 2019",Unknown license
EtherWall,Wallet,0,Ethereum,7,0,https://github.com/almindor/etherwall?utm_source=StateOfTheDApps,Live,"Feb 18th, 2016",GPLv3
Crypto Against Humanity,Games,0,Ethereum,1,0,https://github.com/CryptoAgainstHumanity/crypto-against-humanity?utm_source=StateOfTheDApps,WIP,"Jun 20th, 2018",Open Source
The Library,Media,0,Ethereum,0,0,null,Live,"May 1st, 2018",CC0
Thousand Ether Homepage,Media,0,Ethereum,1,0,https://github.com/thousandetherhomepage/ketherhomepage?utm_source=StateOfTheDApps,Live,"Oct 10th, 2017",MIT
Easwap,Exchanges,0,Ethereum,0,0,null,Beta,"Jul 20th, 2018",ISC
SpaceWar,Games,0,Ethereum,0,0,null,Live,"Jun 17th, 2018",MIT
ÐWorld,Games,0,Ethereum,0,0,null,Live,"Jan 27th, 2018",Private
CryptoHorseShoe,Games,0,Ethereum,0,0,null,Live,"May 2nd, 2018",Unknown license
theblockjournal,Storage,0,Ethereum,0,0,https://github.com/theblockjournal/theblockjournal?utm_source=StateOfTheDApps,Prototype,"Jul 29th, 2018",MIT
NoteChain,Media,0,Ethereum,0,0,https://github.com/notechain/notechain.github.io?utm_source=StateOfTheDApps,Live,"Apr 25th, 2018",Proprietary
You've Got ETH,Finance,0,Ethereum,1,0,https://github.com/youvegoteth/youvegoteth.github.io?utm_source=StateOfTheDApps,Live,"Aug 27th, 2017",MIT
AddressWars - Public Beta,Games,0,Ethereum,0,0,null,Beta,"Jun 18th, 2018",MIT
Gitcoin,Development,0,Ethereum,1075,0,https://github.com/gitcoinco?utm_source=StateOfTheDApps,Live,"Jul 10th, 2017",MIT
FarmEOS,Gambling,16,EOS,0,0,null,Live,"Oct 19th, 2018",Unknown license
vipnode,Development,0,Ethereum,11,0,https://github.com/vipnode/vipnode?utm_source=StateOfTheDApps,Beta,"Aug 8th, 2018",Unknown license
Car Sharing Platform,Social,0,Ethereum,0,0,https://github.com/RentalCurrency?utm_source=StateOfTheDApps,Prototype,"May 16th, 2018",GPL
1Address,Development,0,Ethereum,0,0,https://github.com/1Address?utm_source=StateOfTheDApps,Beta,"Aug 3rd, 2018",MIT
SFEOS,Games,0,EOS,0,0,null,WIP,"Feb 4th, 2019",Unknown license
HydraChain,Identity,0,Ethereum,1,0,https://github.com/HydraChain/hydrachain?utm_source=StateOfTheDApps,Live,"Aug 4th, 2016",MIT
NoteSavvy,Social,0,EOS,0,0,null,WIP,"Jan 23rd, 2019",Unknown license
Fireblock,Security,0,Ethereum,0,0,https://github.com/fireblock?utm_source=StateOfTheDApps,Live,"Feb 6th, 2018",Unknown license
Eva,Social,0,EOS,3,0,https://github.com/EvaCoop?utm_source=StateOfTheDApps,Concept,"Sep 14th, 2018",MIT
Doneth,Wallet,0,Ethereum,0,0,https://github.com/okwme/doneth?utm_source=StateOfTheDApps,Live,"Jun 4th, 2018",MIT
E THE RICH,Games,0,Ethereum,0,0,null,Live,"May 13th, 2018",GPL
The Ethereum Billboard,Media,0,Ethereum,0,0,null,Live,"Mar 26th, 2018",Unknown license
Constantinopleplus,High risk,131,Ethereum,0,0,null,Live,"Apr 11th, 2019",MIT
Object Name Service (ONS),Property,0,Ethereum,0,0,https://github.com/littleanti/Ethereum-ONS-ObjectNameService?utm_source=StateOfTheDApps,WIP,"Feb 28th, 2018",MIT
Block Wars,Games,0,Ethereum,0,0,null,Live,"Feb 28th, 2018",Unknown license
Ethername,Property,0,Ethereum,0,0,https://github.com/cancue/ethername?utm_source=StateOfTheDApps,Live,"Mar 27th, 2018",Private
Hexel,Social,0,Ethereum,0,0,null,Live,"Mar 1st, 2018",Private
Blocknet,Development,0,Ethereum,0,0,null,Live,"Jun 3rd, 2015",Unknown license
MagicEtherBall,Games,0,Ethereum,0,0,null,Live,"Mar 12th, 2018",MIT
