Name,category,Balance,User,Volume24,Volume7d,Txn24,Txn7d,platform,github,smartContract
DIVIUM x2,other,0.15,0,0,0,0,0,  ETH,null,0
GreenEthereus,high-risk,0.04,0,0,0,0,0,  ETH,null,1
JFTW,high-risk,0,0,0,0,0,0,  ETH,null,1
Proof of Trevon James,high-risk,9.84,0,0,0,0,0,  ETH,null,1
Soundcoins,other,0,0,0,0,0,0,  ETH,null,2
WIS NETWORK,high-risk,0,0,0,0,0,0,  ETH,null,1
0xMultiply,high-risk,0,0,0,0,0,0,  ETH,null,2
Chronos,games,0.05,0,0,0,0,0,  ETH,null,5
HODL My Beer,other,0.2,0,0,0,0,0,  ETH,null,0
Cryptodragons,gambling,0.26,0,0,0,0,0,  ETH,null,3
CryptoHoroscope,games,0,0,0,0,0,0,  ETH,null,1
Cryptoconsole,games,0,0,0,0,0,0,  ETH,null,1
PoMasterNode,high-risk,2.24,0,0,0,0,0,  ETH,null,1
SmartDice,gambling,8.85,0,0,0,0,0,  ETH,null,1
POMDA,high-risk,4.78,0,0,0,0,0,  ETH,null,1
ProfitsGame,high-risk,0,0,0,0,0,0,  ETH,null,1
GetETH BET,gambling,0.01,0,0,0,0,0,  ETH,['https://github.com/GetETH'],5
Interbet,gambling,0,0,0,0,0,0,  ETH,null,0
200eth,high-risk,0.02,0,0,0,0,0,  ETH,null,0
Dauber.io,gambling,0.55,0,0,0,0,0,  ETH,null,1
Viewly,other,0.7,0,0,4,0,6,  ETH,null,0
Harj Coin,other,3.53,0,0,0,0,0,  ETH,null,0
Ethfinex Trustless,exchanges,980.09,0,0,0,0,3,  ETH,null,7
Chainbreakers,games,0,0,0,0,0,10,  ETH,null,2
The Pyramid Game,high-risk,2.25,0,0,0,0,0,  ETH,null,1
EtherAthletes.io,games,0,0,0,0,0,0,  ETH,null,1
Grip Token,other,0.11,0,0,0,0,0,  ETH,null,1
ChainClouding,high-risk,0.25,0,0,0,0,0,  ETH,null,1
Ethereum Auction,high-risk,0.17,0,0,0,0,0,  ETH,null,2
Eth-Smart,high-risk,0,0,0,0,0,0,  ETH,null,1
EthCoinFlip,gambling,0,0,0,0,0,0,  ETH,null,2
THOR,other,0,0,0,0,0,0,  ETH,null,1
PO24,high-risk,0.1,0,0,0,0,0,  ETH,null,1
DappRound,gambling,0.24,0,0,0,0,0,  ETH,null,1
Bi.Link,exchanges,0.01,0,0,0,0,0,  ETH,null,5
LuckyDay,gambling,993.83,0,0,0,0,1,  ETH,null,1
LimeEyes,collectibles,0.07,0,0,0,0,0,  ETH,null,2
EtherVillains,games,0,0,0,0,0,0,  ETH,null,0
The Million Ether Homepage,other,0,0,0,0,0,0,  ETH,null,1
Millionpixelsforcoins,other,0,0,0,0,0,0,  ETH,null,1
RotoHive,games,0,0,0,0,0,1,  ETH,null,1
Crypto Derby,games,0,0,0,0,0,2,  ETH,null,6
Game365,gambling,0,0,0,0,0,0,  ETH,null,2
CryptoWager,gambling,0,0,0,0,0,0,  ETH,null,7
Cryptogirl,games,2.44,0,0,0,0,0,  ETH,null,0
Bounty60,high-risk,0,0,0,0,0,0,  ETH,null,1
ProofOfKek (POK),high-risk,0.64,0,0,0,0,0,  ETH,null,0
BOMBS.win,games,0,0,0,0,0,0,  ETH,null,1
POIdiot,high-risk,0.07,0,0,0,0,0,  ETH,null,0
Platypus,high-risk,0,0,0,0,0,0,  ETH,null,0
Crypto-RockPaperScissor,gambling,0,0,0,0,0,0,  ETH,null,0
GrandRoulette,gambling,4.37,0,0,2,0,1,  ETH,null,1
Levereth,other,0,0,0,0,0,0,  ETH,null,0
Crypto Kotaku,games,0,0,0,0,0,0,  ETH,null,0
Bamboo Relay,exchanges,0,0,0,0,0,0,  ETH,null,1
Crypto Dynasty,games,0,0,0,0,0,0,  ETH,null,0
dappingeth,gambling,0,0,0,0,0,0,  ETH,null,0
P3XRoll,gambling,0.22,0,0,0,0,1,  ETH,null,1
HYIP-R-ETH,high-risk,0,0,0,0,0,0,  ETH,null,0
Cryptogs,games,1.97,0,0,2,0,6,  ETH,null,6
EtherX ,other,0.23,0,0,0,0,0,  ETH,null,1
Snow Dividends,high-risk,0.02,0,0,0,0,0,  ETH,null,0
DailyROI,high-risk,0,0,0,0,0,0,  ETH,null,0
Bet Dex,gambling,0,0,0,0,0,0,  ETH,null,1
CryptoCompanies,games,0.28,0,0,0,0,0,  ETH,null,1
12HourTrains,high-risk,0.02,0,0,0,0,0,  ETH,null,2
ETHERC,exchanges,11.11,0,0,0,0,2,  ETH,null,0
Cryptostarz,collectibles,0.01,0,0,0,0,0,  ETH,null,1
Eth4Club,high-risk,0.03,0,0,0,0,0,  ETH,null,1
CryptoAlchemy.io,games,1.09,0,0,0,0,0,  ETH,null,1
ETHERICH,other,0,0,0,0,0,0,  ETH,null,1
Token Tycoon : Offical Release,games,0,0,0,0,0,0,  ETH,null,6
SafeInvest.io,high-risk,0.01,0,0,0,0,0,  ETH,null,1
RatScam,gambling,33.92,0,0,0,0,0,  ETH,null,1
one-eight.io,high-risk,0,0,0,0,0,0,  ETH,null,1
F3D PLUS,gambling,36.83,0,0,0,0,0,  ETH,null,0
CryptoCrystal,games,0.25,0,0,52,0,10,  ETH,null,5
Easy Invest,high-risk,0,0,0,0,0,0,  ETH,null,1
100th Monkey,gambling,0.01,0,0,0,0,0,  ETH,null,3
MarriageOnTheBlock,other,0.1,0,0,0,0,0,  ETH,null,1
Ether battleground,other,0.01,0,0,0,0,0,  ETH,null,1
DoubleRPS,games,0.05,0,0,0,0,0,  ETH,null,1
EasyLevel,high-risk,0.1,0,0,0,0,0,  ETH,null,2
PennyEther,gambling,1.48,0,0,0,0,0,  ETH,null,2
Rigmining,high-risk,0.01,0,0,0,0,0,  ETH,null,2
EtherPaint,games,0.02,0,0,0,0,0,  ETH,null,1
Full FOMO,gambling,0.09,0,0,0,0,0,  ETH,null,1
Divs4D,high-risk,0,0,0,0,0,0,  ETH,null,2
Verity,other,0,0,0,0,0,0,  ETH,null,0
EtherWorld,games,0.26,0,0,0,0,0,  ETH,null,1
Crypto Takeovers,games,0,0,0,0,0,0,  ETH,null,3
ETH Flow,high-risk,0,0,0,0,0,0,  ETH,null,1
TotalMoney,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Parsec Frontiers: Presale,games,0,0,0,0,0,0,  ETH,null,1
CoinStacks,games,0.06,0,0,0,0,0,  ETH,null,1
Heroes Of Ethereum,games,0,0,0,0,0,0,  ETH,null,0
Vitaluck,gambling,0,0,0,0,0,0,  ETH,null,0
EtherJack21,gambling,0.02,0,0,0,0,0,  ETH,null,0
FightClub,other,0,0,0,0,0,0,  ETH,null,1
Myhero9,games,3.04,0,0,0,0,0,  ETH,null,0
Grand Theft FOMO,gambling,8.16,0,0,0,0,0,  ETH,null,1
zarixcoin,high-risk,0.01,0,0,0,0,0,  ETH,null,1
GetRichFaster,high-risk,0,0,0,0,0,0,  ETH,null,1
Trustee,other,0,0,0,0,0,0,  ETH,null,0
HYIP-R-ETH,high-risk,0,0,0,0,0,0,  ETH,null,0
CryptoCars,games,0,0,0,0,0,0,  ETH,null,0
Ether Anthills,games,0,0,0,0,0,0,  ETH,null,1
FOMO3D LOOP,gambling,2.79,0,0,0,0,0,  ETH,null,1
0xDrop,other,0.05,0,0,10,0,1,  ETH,null,1
Ether Shrimp Farm,high-risk,0,0,0,0,0,0,  ETH,null,3
EthKing,games,0.04,0,0,0,0,0,  ETH,null,0
MyCryptoChamp,games,0.2,0,0,0,0,0,  ETH,null,2
UnicornGO,games,3.31,0,0,0,0,0,  ETH,null,15
BitEye,exchanges,1.22,0,0,0,0,0,  ETH,null,2
EveryDayROI,high-risk,0,0,0,0,0,0,  ETH,null,1
PowerEther,gambling,0.33,0,0,0,0,0,  ETH,null,1
WednesdayClub,other,0,0,0,0,0,8,  ETH,null,1
CryptoRentCar,games,0,0,0,0,0,0,  ETH,null,1
CryptoBots: Idle,games,0.25,0,0,0,0,1,  ETH,null,7
Cryptopinions,games,0,0,0,0,0,0,  ETH,null,1
WandX,exchanges,3.15,0,0,0,0,0,  ETH,null,1
"BetHash - 1,000 ETH Giveaway",gambling,32.51,0,0,0,0,0,  ETH,null,0
CoinFlip,gambling,2.19,0,0,34,0,50,  ETH,null,0
How Many People Paid 0.0015 ETH,other,0,0,0,0,0,0,  ETH,null,1
GORGONA,high-risk,0,0,0,0,0,0,  ETH,null,1
SafeBlocks Firewall,other,0,0,0,0,0,0,  ETH,null,2
King of the Bill,other,0,0,0,0,0,0,  ETH,null,1
Coinrace,gambling,0.02,0,0,0,0,0,  ETH,null,0
2DaysProfit,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Craig Grant Now,other,1.86,0,0,0,0,0,  ETH,null,0
Aiwallet,exchanges,0.71,0,0,0,0,0,  ETH,null,0
Panda Earth,collectibles,0.11,0,0,0,0,0,  ETH,null,4
Crypto Battlegrounds,games,0.11,0,0,0,0,0,  ETH,null,1
Founder Cards,high-risk,3.65,0,0,0,0,0,  ETH,null,0
ALLBET,gambling,0,0,0,0,0,0,  ETH,null,2
FortuneCats,collectibles,0,0,0,0,0,0,  ETH,null,1
MyEtherCity,games,0,0,0,0,0,0,  ETH,null,1
Lucky7,high-risk,0,0,0,0,0,0,  ETH,null,2
Ethup,high-risk,0,0,0,0,0,0,  ETH,null,0
luck100,gambling,0,0,0,0,0,0,  ETH,null,1
SuperWorld AR Real Estate,games,15.6,0,0,0,0,0,  ETH,null,2
Slumber Swap,marketplaces,0,0,0,0,0,0,  ETH,null,2
EthGG,gambling,53.95,0,0,0,0,0,  ETH,null,7
Mobsquads,games,0,0,0,0,0,0,  ETH,null,2
WarFlame: Presale,games,0,0,0,0,0,0,  ETH,null,0
Ether Cities,games,0,0,0,0,0,0,  ETH,null,1
Daily 115 Percent,high-risk,0,0,0,0,0,0,  ETH,null,1
Bear Escape,gambling,5.11,0,0,0,0,0,  ETH,null,45
Russian roulette,gambling,0.13,0,0,0,0,0,  ETH,null,1
CryptoMiningWar,games,0.45,0,0,0,0,0,  ETH,null,15
MidnightRun,high-risk,0.8,0,0,0,0,0,  ETH,null,0
Counter,exchanges,3.78,0,0,0,0,0,  ETH,null,0
Triple,games,0,0,0,0,0,0,  ETH,null,1
PixoArena: CROWDSALE,games,0,0,0,0,0,0,  ETH,null,0
Fortunes,other,0,0,0,0,0,0,  ETH,null,1
Stock Exchange,high-risk,0.18,0,0,0,0,0,  ETH,null,1
TheButton,gambling,0.11,0,0,0,0,0,  ETH,null,1
AVStars.io,games,0,0,0,0,0,0,  ETH,null,1
Proof of Carlos Matos,high-risk,0.08,0,0,0,0,0,  ETH,null,0
ETH x 2,high-risk,0,0,0,0,0,0,  ETH,null,1
1200percent,high-risk,0,0,0,0,0,0,  ETH,null,1
Anti-Gravity,high-risk,2.17,0,0,0,0,0,  ETH,null,0
TheNextBlock,games,0.22,0,0,0,0,0,  ETH,null,0
AlchemyGod,games,0,0,0,0,0,0,  ETH,null,3
Ethercards Online - Trading Card Game,games,0.09,0,0,0,0,0,  ETH,null,1
Zinc,other,0,0,0,0,0,16,  ETH,null,1
Wesley Boumans,gambling,0.03,0,0,0,0,0,  ETH,null,2
íAppster,other,0.08,0,0,0,0,0,  ETH,null,0
GetETH INVEST,high-risk,0.01,0,0,0,0,0,  ETH,null,0
EthereumButton,games,0,0,0,0,0,0,  ETH,null,1
BitVideo.One,other,0.09,0,0,0,0,0,  ETH,null,6
Coin Mirror,other,3.68,0,0,0,0,0,  ETH,null,0
WinTokens,gambling,0,0,0,0,0,0,  ETH,null,1
SmartHash PRO,high-risk,0,0,0,0,0,0,  ETH,null,1
EtherFactory.BIZ,games,0,0,0,0,0,0,  ETH,null,1
Factbar,other,20.48,0,0,0,0,0,  ETH,null,1
PledgETH,other,0,0,0,0,0,0,  ETH,null,1
Blockgame,gambling,0.51,0,0,0,0,0,  ETH,null,1
METADOLLAR FUND GOLD,high-risk,0.04,0,0,0,0,0,  ETH,null,1
Big Health Investment Management Platform,high-risk,0,0,0,0,0,0,  ETH,null,1
Ether's Ark,games,0.05,0,0,0,0,0,  ETH,null,1
Lovers 4 Life,other,0,0,0,0,0,0,  ETH,null,1
FOMO Lightning,gambling,13.68,0,0,0,0,0,  ETH,null,1
CryptoPokemon,games,1,0,0,0,0,0,  ETH,null,2
EtherStake,gambling,0.08,0,0,0,0,0,  ETH,null,3
FunFace by Craig Grant,other,0.29,0,0,0,0,0,  ETH,null,1
FunCoin,other,0.1,0,0,0,0,0,  ETH,null,1
Handshake,other,14.89,0,0,0,0,0,  ETH,null,2
Star Cards,collectibles,1.04,0,0,0,0,0,  ETH,null,1
The Big Bang Online,high-risk,0,0,0,0,0,0,  ETH,null,0
Axioms,other,1,0,0,0,0,0,  ETH,null,1
Crypto Pepe Market,games,0.01,0,0,0,0,0,  ETH,null,0
Fomo2D,gambling,0.68,0,0,0,0,0,  ETH,null,1
Crypto-Cards,collectibles,1.97,0,0,0,0,3,  ETH,null,0
EtherHero,games,2.22,0,0,0,0,0,  ETH,null,19
Ether Marriage,other,0.01,0,0,0,0,0,  ETH,null,1
Blockfight,gambling,3.5,0,0,603,0,3,  ETH,null,1
Turfpool,games,0.09,0,0,0,0,0,  ETH,null,1
CryptoArtworks,other,0,0,0,0,0,0,  ETH,null,2
FOMO Short,gambling,150.68,0,0,0,0,0,  ETH,null,2
Proof of EIF,high-risk,0.88,0,0,0,0,0,  ETH,null,1
DAPCAR,games,0,0,0,0,0,0,  ETH,null,6
Wall Street 2,high-risk,14.96,0,0,0,0,0,  ETH,null,5
0xVerify,exchanges,0.28,0,0,0,0,0,  ETH,null,2
DappSoccer,gambling,0,0,0,0,0,0,  ETH,null,1
Xflip,gambling,0.29,0,0,0,0,0,  ETH,null,1
Foobet,gambling,0.18,0,0,0,0,0,  ETH,null,1
X¬çÎÍ,gambling,0.01,0,0,0,0,0,  ETH,null,0
Crypto Treasures of Mann O'Taur,other,0,0,0,0,0,0,  ETH,['https://github.com/tokenville'],1
MoonCryptoPolis,games,0.03,0,0,0,0,0,  ETH,null,6
CryptoSaga,games,0,0,0,0,0,6,  ETH,null,15
Rocky,gambling,0,0,0,0,0,0,  ETH,null,1
Glitch Goons ETH,games,0,0,0,0,0,0,  ETH,null,0
Ball3D,gambling,0.38,0,0,0,0,0,  ETH,null,1
EtherDice,gambling,0.63,0,0,0,0,0,  ETH,null,4
EtherMeta,games,0,0,0,0,0,0,  ETH,null,0
RAPPO,high-risk,0.13,0,0,0,0,0,  ETH,null,1
QIULot - __,other,1.09,0,0,0,0,0,  ETH,null,0
EtherWheels,games,0.26,0,0,0,0,0,  ETH,null,0
CryptoWager,other,0,0,0,0,0,0,  ETH,null,1
World of Blockchain,games,0,0,0,0,0,0,  ETH,null,2
TossCoin,gambling,0,0,0,0,0,0,  ETH,null,1
Mega Billion Lottery,gambling,0,0,0,0,0,0,  ETH,null,1
Amber Game,high-risk,0.56,0,0,0,0,0,  ETH,null,0
Pipot,gambling,0.16,0,0,0,0,0,  ETH,null,1
BitcoinPrice.Bet,gambling,4.74,0,0,0,0,0,  ETH,null,2
CryptoGit,games,0.02,0,0,0,0,0,  ETH,null,1
Ethorse,gambling,1.83,0,0,0,0,0,  ETH,null,1463
Virtual Lander,games,0,0,0,0,0,0,  ETH,null,0
EtherEmojis,games,0,0,0,0,0,0,  ETH,null,0
Legend of Holy Sword,games,0,0,0,0,0,0,  ETH,null,0
Swarm.City,other,0,0,0,0,0,0,  ETH,null,0
AddressWars,games,0.01,0,0,0,0,0,  ETH,null,2
Plageu Inc,gambling,0,0,0,0,0,0,  ETH,null,1
BigFish,gambling,0.38,0,0,0,0,0,  ETH,null,1
Neutrino Token Standard,high-risk,1.08,0,0,0,0,0,  ETH,null,1
EtherMeals,games,0,0,0,0,0,0,  ETH,null,1
Etherman,games,0.51,0,0,0,0,0,  ETH,null,0
CryptoStamps,games,0,0,0,0,0,0,  ETH,null,0
CryptonsGame,games,0,0,0,0,0,0,  ETH,null,0
Dapp Winner,high-risk,2.13,0,0,0,0,0,  ETH,null,1
ITHER.PRO,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Sweet Bet,gambling,0.01,0,0,0,0,0,  ETH,null,4
ProveIt,other,0.05,0,0,0,0,0,  ETH,null,1
Saturn Strategic Investor Program,other,0,0,0,0,0,5,  ETH,null,1
VGO,collectibles,4.38,0,0,0,0,0,  ETH,null,0
Tinybit,other,0,0,0,0,0,0,  ETH,null,1
MetaGame,games,0,0,0,0,0,0,  ETH,null,0
Totle,marketplaces,0,0,0,0,0,0,  ETH,null,1
GAINMERS,gambling,0,0,0,0,0,0,  ETH,null,1
LuckyETH,gambling,0.01,0,0,0,0,0,  ETH,null,1
Thor Swap,exchanges,0,0,0,0,0,0,  ETH,null,1
CryptoDice2,gambling,0.03,0,0,0,0,0,  ETH,['https://github.com/jparicka/cryptodice2.win'],3
Wyvern Exchange,marketplaces,0,0,0,0,0,0,  ETH,null,2
Pyrospin.to,gambling,0,0,0,0,0,0,  ETH,null,0
CryptoGol.io,games,0.08,0,0,0,0,0,  ETH,null,0
DIVI10,other,0.92,0,0,0,0,0,  ETH,null,0
CryptoRacing.Club,games,2.42,0,0,0,0,0,  ETH,null,1
SnailFarm 2,high-risk,0,0,0,0,0,0,  ETH,null,1
Milk Farm,high-risk,0.01,0,0,0,0,0,  ETH,null,0
EtheRate,gambling,0.05,0,0,0,0,0,  ETH,null,0
EthMonsters,high-risk,0.06,0,0,0,0,0,  ETH,null,1
Nitrogen Network,other,120.25,0,0,0,0,0,  ETH,null,9
Put Your Text,other,0,0,0,0,0,0,  ETH,null,1
cryptopixels,games,0.04,0,0,0,0,0,  ETH,null,1
Lottery winner,gambling,0,0,0,0,0,0,  ETH,null,1
GameCard,other,0.1,0,0,0,0,0,  ETH,null,1
X2 555ETH,high-risk,0,0,0,0,0,0,  ETH,null,1
Crypto Waifus,games,0.1,0,0,0,0,0,  ETH,null,1
CryptoGems,other,0,0,0,0,0,0,  ETH,null,1
CryptoLeaders,games,0,0,0,0,0,0,  ETH,null,2
_Ê____ì,gambling,0.02,0,0,0,0,0,  ETH,null,0
Red Alert,high-risk,0.53,0,0,0,0,0,  ETH,null,0
Ether Rangers,games,1.78,0,0,0,0,0,  ETH,null,0
Referral Bonanza,other,0,0,0,0,0,0,  ETH,null,0
Treethereum,games,0,0,0,0,0,0,  ETH,null,0
OriginTrail's Open Call,other,0,0,0,0,0,0,  ETH,null,1
Ethertote,gambling,0,0,0,0,0,0,  ETH,null,0
SingChina,gambling,0,0,0,0,0,0,  ETH,null,1
PowerTokens,high-risk,0,0,0,0,0,0,  ETH,null,1
Cryptolandy,games,0,0,0,0,0,0,  ETH,null,1
BitGallery,games,0,0,0,0,0,0,  ETH,null,1
PonziMonopoly,high-risk,0.04,0,0,0,0,0,  ETH,null,0
Fantasy Football Fund,games,0.6,0,0,0,0,0,  ETH,null,74
Infinite Stars,gambling,0,0,0,0,0,0,  ETH,null,2
Crypto Lambos,games,0,0,0,0,0,0,  ETH,null,0
Eth2x Fund,high-risk,0,0,0,0,0,0,  ETH,null,0
KingLovin,games,0,0,0,0,0,0,  ETH,null,0
CryptoMyWord,other,0,0,0,0,0,0,  ETH,null,1
EtherKUN,games,0,0,0,0,0,0,  ETH,null,1
DailyDivs,high-risk,188.68,0,0,0,0,0,  ETH,null,8
Freera,high-risk,0,0,0,0,0,0,  ETH,null,4
Ethsqr - social eth lottery,gambling,0.2,0,0,0,0,0,  ETH,null,1
Moon Project Token,high-risk,0,0,0,0,0,0,  ETH,null,0
DEurovision,other,0,0,0,0,0,0,  ETH,null,1
Gift2.win - __¢__©,gambling,0,0,0,0,0,1,  ETH,null,2
Crypto Miner Token Multiplier,high-risk,0.03,0,0,0,0,0,  ETH,null,0
Cryptower,games,16.05,0,0,0,0,0,  ETH,null,3
Ethernal Bridge,other,0.21,0,0,0,0,0,  ETH,null,1
Radex,exchanges,21.34,0,0,0,0,0,  ETH,null,0
FomoWar,gambling,16.05,0,0,0,0,0,  ETH,null,1
TwoHundredPercent,high-risk,0,0,0,0,0,0,  ETH,null,1
Crypto Colors,games,0,0,0,0,0,0,  ETH,null,1
Ether Derby,gambling,0.99,0,0,0,0,0,  ETH,null,0
EthDice,gambling,0.27,0,0,0,0,0,  ETH,null,1
Stargate,gambling,0.17,0,0,0,0,0,  ETH,null,1
SNIP3D,high-risk,14.08,0,0,0,0,3,  ETH,null,0
willwin,gambling,0.09,0,0,0,0,0,  ETH,null,0
CaiShen,other,0.01,0,0,0,0,0,  ETH,null,0
CryptoHearthStone,gambling,0,0,0,0,0,0,  ETH,null,1
EtherCup 2018,games,0.02,0,0,0,0,0,  ETH,['https://github.com/Ethercup2018'],2
EtherWaifus,games,0,0,0,0,0,0,  ETH,null,1
EtherCup,games,0,0,0,0,0,0,  ETH,null,1
Countdown3D,gambling,0.04,0,0,0,0,0,  ETH,null,0
F3D Go,gambling,0,0,0,0,0,0,  ETH,null,1
EtherLottery,gambling,0,0,0,0,0,0,  ETH,null,0
In the Middle,gambling,0.02,0,0,0,0,0,  ETH,null,1
ETH FORTNITE,high-risk,0.35,0,0,0,0,0,  ETH,null,1
CryptoEmoji,games,0.01,0,0,0,0,0,  ETH,null,1
CryptoEmpirez,games,0.4,0,0,0,0,0,  ETH,null,1
Eth2,other,1.33,0,0,22,0,9,  ETH,null,0
SmartX2,high-risk,0.04,0,0,0,0,0,  ETH,null,0
CryptoTubers,games,3.22,0,0,0,0,0,  ETH,null,1
MMMETH GLOBAL,high-risk,0,0,0,0,0,0,  ETH,null,0
EtherPrincesses,games,0,0,0,0,0,0,  ETH,null,1
EOSBet,gambling,2.99,0,0,0,0,0,  ETH,null,3
SpaceWar,games,0.32,0,0,0,0,0,  ETH,null,0
EthPolls,other,0,0,0,0,0,0,  ETH,null,2
Brave3D,gambling,0.17,0,0,0,0,0,  ETH,null,0
BetGame,gambling,0,0,0,0,0,0,  ETH,null,48
ENS Nifty,other,0,0,0,0,0,0,  ETH,null,1
Star Bit,exchanges,0.67,0,0,0,0,0,  ETH,null,1
Upsweep Network,gambling,0,0,0,0,0,0,  ETH,null,1
Easy Invest UP,high-risk,0,0,0,0,0,0,  ETH,null,0
Fomo2Moon,gambling,8.39,0,0,0,0,0,  ETH,null,5
CryptoMines.PRO,games,0.16,0,0,0,0,0,  ETH,null,1
Iron Hands Coin,other,0.68,0,0,0,0,0,  ETH,null,1
Lucky Ether,gambling,0,0,0,0,0,0,  ETH,null,1
Jan Pon War,gambling,0.23,0,0,0,0,0,  ETH,null,1
PoWEth,high-risk,0,0,0,0,0,0,  ETH,null,1
ZenArt,collectibles,0,0,0,0,0,0,  ETH,null,0
PowX,high-risk,0.08,0,0,0,0,0,  ETH,null,0
guessingworldcup,other,0,0,0,0,0,0,  ETH,null,1
CryptoCare,collectibles,0.33,0,0,0,0,0,  ETH,null,1
StayBit,other,0,0,0,0,0,0,  ETH,null,0
TrippleUP,other,0,0,0,0,0,0,  ETH,null,0
Mummy3D.io,other,1.91,0,0,0,0,0,  ETH,null,0
hbys,gambling,0.51,0,0,0,0,0,  ETH,null,1
Tabby Pay,other,0.42,0,0,0,0,0,  ETH,null,1
Rare Claims,games,0,0,0,0,0,0,  ETH,null,1
Kittie Fight,games,0,0,0,0,0,0,  ETH,null,0
"Safe Invest - 4%,5%,6%",high-risk,0,0,0,0,0,0,  ETH,null,1
EtherPoker,gambling,1.83,0,0,0,0,1,  ETH,null,0
GalaxyETH,gambling,0.08,0,0,0,0,0,  ETH,null,4
Bilibit,other,0,0,0,0,0,0,  ETH,null,1
Proof Of Craig Grant Coin,high-risk,6.19,0,0,0,0,0,  ETH,null,1
diceroll.app,gambling,0.04,0,0,0,0,0,  ETH,null,2
MillionEtherWords,games,0,0,0,0,0,0,  ETH,null,0
Worst Person In The World,high-risk,0,0,0,0,0,0,  ETH,null,1
EtherTycoon,games,1.67,0,0,0,0,0,  ETH,null,0
ETHMap,games,0.73,0,0,0,0,0,  ETH,null,1
Ether-boy Quest,other,0.06,0,0,0,0,0,  ETH,null,1
Proof Of Humanity,high-risk,1.07,0,0,0,0,0,  ETH,null,0
Swappr,other,0,0,0,0,0,0,  ETH,null,0
DG_AlphaWolf,gambling,0.87,0,0,0,0,0,  ETH,null,1
megaball.io,gambling,21.92,0,0,0,0,0,  ETH,null,1
CryptoSketches,other,0.17,0,0,0,0,0,  ETH,null,1
CryptoDogz,collectibles,0,0,0,0,0,0,  ETH,null,1
Sacrific3D,gambling,3.81,0,0,20,0,1,  ETH,null,3
Crypto Burrito,games,1.23,0,0,0,0,0,  ETH,null,1
CryptoPonies,games,0,0,0,0,0,0,  ETH,null,1
RigWars.io Idle Game,games,0.51,0,0,0,0,0,  ETH,null,0
Snakes and Ladders,gambling,0,0,0,0,0,0,  ETH,null,0
Premium Naviaddress,other,0,0,0,0,0,0,  ETH,null,1
Miner Token's daily,high-risk,0,0,0,0,0,0,  ETH,null,1
Lords of the Snails,high-risk,1.1,0,0,0,0,1,  ETH,null,1
ThisOrThat.io,other,0.73,0,0,0,0,0,  ETH,null,7
WizardContract,high-risk,0,0,0,0,0,0,  ETH,null,1
CryptoDeads,games,0.06,0,0,0,0,0,  ETH,null,4
Re-oraclize,other,0,0,0,0,0,0,  ETH,null,2
Multi.today,high-risk,0,0,0,0,0,0,  ETH,null,1
Vitalik Giver of Ether,high-risk,0.24,0,0,0,0,0,  ETH,null,1
twoxpot,high-risk,0.03,0,0,0,0,0,  ETH,null,1
Ingress,other,0,0,0,0,0,0,  ETH,null,1
DragonHODL,games,0,0,0,0,0,0,  ETH,null,0
SmartContractBank,high-risk,0,0,0,0,0,0,  ETH,null,0
LottoPI Daily 6%,high-risk,0.01,0,0,0,0,0,  ETH,null,1
2x Machine,other,0,0,0,0,0,0,  ETH,null,1
Ethereum Tree,high-risk,0.02,0,0,0,0,0,  ETH,null,0
Ball And Blockchain,other,0.07,0,0,0,0,0,  ETH,null,1
Smart Justice,other,0,0,0,0,0,0,  ETH,null,0
BlockMagic,games,0,0,0,0,0,0,  ETH,null,4
Dex Brokerage,exchanges,0.26,0,0,0,0,0,  ETH,null,1
HitTheCrypto,games,0.02,0,0,0,0,0,  ETH,null,1
Etherlambos,games,0,0,0,0,0,1,  ETH,null,1
Tokenvote,other,0,0,0,0,0,0,  ETH,null,4
CryptoDice,gambling,0.01,0,0,0,0,0,  ETH,null,5
FREECELL,gambling,0,0,0,0,0,0,  ETH,null,1
MMMX,high-risk,0,0,0,0,0,0,  ETH,null,1
No Ponzi Carlos Matos,high-risk,1.2,0,0,0,0,0,  ETH,null,2
CryptoKiddyToys,games,0,0,0,0,0,0,  ETH,null,1
Proof of Satoshi,high-risk,0.13,0,0,0,0,0,  ETH,null,1
RCN Loans,other,0,0,0,0,0,0,  ETH,null,1
Ether Cartel,games,0.09,0,0,0,0,0,  ETH,null,1
CryptoT,games,0,0,0,0,0,0,  ETH,null,1
ProofOfOnlyDividends,high-risk,0.12,0,0,0,0,0,  ETH,null,1
Cosmic Dice,gambling,0,0,0,0,0,0,  ETH,null,0
Eternal Love,other,0.05,0,0,0,0,0,  ETH,null,1
Raffle3D,gambling,0.19,0,0,0,0,0,  ETH,null,1
Fast10ETH,high-risk,0.98,0,0,0,0,0,  ETH,null,0
Green Rabbit's Kingdom,high-risk,0.06,0,0,0,0,0,  ETH,null,2
PoBitconnect,high-risk,0.44,0,0,0,0,0,  ETH,null,0
DDA,other,0.56,0,0,0,0,0,  ETH,null,0
9Nine,games,0,0,0,0,0,0,  ETH,null,1
WCG,high-risk,0.13,0,0,0,0,0,  ETH,null,0
CrazyBet,gambling,0,0,0,0,0,0,  ETH,null,0
